Discovery Date,File Name,IP Address,ASN,ASN Name,MD5
2012-12-23,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,a5509a0c194e570dfc3a11cc4634d030
2012-12-23,iwhuwugy.ru/keybex3.exe,95{.}85{.}159{.}170,RS,41897,SAT-TRAKT-AS SAT-TRAKT D.O.O. Autonomous System,39335a37bcfa2b74c4c39d75e31ed9a6
2012-12-23,www.lochter.de/VzbWGU5p/HFvRrYi.exe,91{.}217{.}86{.}12,DE,197269,BTNET Baumann Technologie GmbH,3fa35826b50530f2b7e443055fcaeae9
2012-12-22,ld.download-guru.com/index.html?s=Majoe &&amp%2F%2F%2F,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,8c0decf90c945da2bd388eeceefb5fd4
2012-12-22,www.fluechtlingskinder-nuernberg.de/Wp2VfNW5.exe,217{.}160{.}65{.}226,DE,8560,ONEANDONE-AS 1&1 Internet AG,d18cc60bea64477a591429c600b52cdc
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia05.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,aa662beaf8af3c87c4e97450e1048f89
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,e787a66d72e527b34562619f4962e312
2012-12-22,www.lochter.de/VzbWGU5p/HFvRrYi.exe,91{.}217{.}86{.}12,DE,197269,BTNET Baumann Technologie GmbH,7c137dfbd22130d0c7fbbe6f4f317899
2012-12-22,absolutefitnessuk.co.uk/wp-content/uploads/mine.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,357598eab681686e2a5d7d0bb4875e8d
2012-12-22,veekee.free.fr/petzouille/toutfr-lite.exe,212{.}27{.}63{.}113,FR,12322,PROXAD Free SAS,4cd7cb40b392d065598c6f33050a72ec
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,a48e9430ac72249e1382a13c71746b97
2012-12-22,www.sofontes.com.br/down/A/AmazoneBT.zip,216{.}40{.}219{.}194,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",d048fd80fc7e0ef9c710963531aa20d3
2012-12-22,alkri.od.ua/sdoaeLWE.exe,77{.}120{.}98{.}99,UA,25229,VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC,b7f7975937ec5f87e2aea1e64ec24731
2012-12-22,whitehat.su/17.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",22a7bc6bb6b7bafd01e079d98a3a65a4
2012-12-22,marketing-mt.de/r4v.exe,88{.}84{.}137{.}154,DE,24989,IXEUROPE-DE-FRANKFURT-ASN Equinix Germany (Previously IX Europe Germany AS),2e0d973f414015668f38646ce9b68850
2012-12-22,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,13322b120d73fc872e254049de76d365
2012-12-22,whitehat.su/5.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",51da2f8f3691b96a1e22e2329391be0e
2012-12-22,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",cff44994b4a4b16b8f148388071d9d00
2012-12-22,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,efa479d2e0f579c56829fe6ec71b7d01
2012-12-22,whitehat.su/16.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",70ba2c5830a9204e6c76c1247074a99f
2012-12-22,,46{.}108{.}156{.}3,RO,56465,SSNET S.C. SISTEM SOFT NETWORK S.R.L.,e4c5647620645a769a9286d24931931b
2012-12-22,dlfr.pctuto.com/download/pctuto385.exe,46{.}105{.}174{.}29,FR,16276,OVH OVH Systems,2bf58c0e56fd6a4619ad1a5d5c7960dc
2012-12-22,whitehat.su/2.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",a0da1a92930422076704ef09488ead3e
2012-12-22,proxyinside.com/ReK4MWr8/C6D9EVnq.exe,176{.}9{.}52{.}83,DE,24940,HETZNER-AS Hetzner Online AG RZ,0c8404c6af47a6a94aa8237cf01d24e5
2012-12-22,,210{.}112{.}10{.}185,KR,9848,GNGAS Enterprise Networks,84ee30ccb73080e27b2c776632bd92a5
2012-12-22,whitehat.su/emnabc.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",baf596562289cd32f87b379bf47539a5
2012-12-22,wt1.97sky.cn/maxtocode.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,bcbed5b5d80869c9e42c5906462d2707
2012-12-22,s.winggo.co.kr/tabsync/tabsynchelper.dll,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,870501b2d0d8873acd9e92b0fa15d954
2012-12-22,dw7.uptodown.com/ic/counter-strike-online-en-win-setup.exe,37{.}59{.}5{.}142,FR,16276,OVH OVH Systems,d719286acfad554b44a80a31670af951
2012-12-22,wt2.97sky.cn/poweroff.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,0f4047384497d7dd87e012039166923a
2012-12-22,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,92f79658c9984f74e1e3ed9569f20d3b
2012-12-22,,23{.}21{.}161{.}223,US,14618,"AMAZON-AES - Amazon.com, Inc.",4d1a64b53eda4ef7f31c684263161734
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,0d7a5779ff0282f0a3f7932cfeacc4a6
2012-12-22,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,869b15b24091b98c984fd1aea79dbcc0
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia07.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,3dbcd7ae7ca08ff8ebafbb1cece9bbdd
2012-12-22,ld.download-guru.com/index.html?s=So:p%2Fo:p%2Fspan=3D,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,799ea0a73f899ce7466b0873400a6391
2012-12-22,www.carnesviba.com/ja/images/te.exe,200{.}57{.}133{.}2,MX,19373,"Triara.com, S.A. de C.V.",9b9951c50e04818c413c8cd1a3096a6b
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia08.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,9eb9951472953b475de786377f5697a3
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,99925b6a0971f15f15cc1f722e26d6a3
2012-12-22,www.gavassa.com/sitionuevo/juegos/Bombermania.exe,74{.}53{.}27{.}98,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",471d39a51a79f342033c5b0636c244dc
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia09.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,fc531874e4a68a1d88e8e6bf483b1c42
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,4cbda1aec249091619be955840287b54
2012-12-22,www.lochter.de/VzbWGU5p/HFvRrYi.exe,91{.}217{.}86{.}12,DE,197269,BTNET Baumann Technologie GmbH,ae633d0bb9e02f82e633c7da15622e5d
2012-12-22,absolutefitnessuk.co.uk/wp-content/uploads/true.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,370f5ab7286b51dc4ae7cf1e1e704d92
2012-12-22,whitehat.su/3.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",04eb317e88b9432b0d281531b8165378
2012-12-22,ld2.download-guru.com/index.php?s=K-LiteCodecPackStandard,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,bd4cbf11f33381f20dde3bf84f2dae3b
2012-12-22,at-brodbeck.de/qE6.exe,83{.}220{.}144{.}21,DE,25074,MESH-AS MESH GmbH,1cb2ac18ab94c69ca2965dee3d8113d7
2012-12-22,whitehat.su/17.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",23775b370310d62a77ce7f95bf82f7ac
2012-12-22,mju.nhyujfdfwt.com/panghu/tw1130xx.txt,210{.}56{.}60{.}17,HK,38197,SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited,b477a301876017ae00ce863bb36f35d4
2012-12-22,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,2565159f156757d3e5bb21639958bb20
2012-12-22,whitehat.su/test.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",5efeff947b18f43c3906eb8bb8cb2498
2012-12-22,msecure.su/citdl/newmixplfiit/cit.exe,95{.}143{.}43{.}159,DE,31147,INLINE-AS Inline Internet Online Dienste GmbH,2105082b794ecfa02136e012f5ab4e6b
2012-12-22,,208{.}93{.}141{.}190,US,46281,COTEN-ASN - Cotendo Inc.,915179a9bbdc7b3c6ba3533c4ae9c434
2012-12-22,whitehat.su/bear.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",7ab7c5edc396e3d40988bb55ea37e9a1
2012-12-22,mytightride.info/missing.exe,97{.}74{.}144{.}118,US,26496,"PAH-INC - GoDaddy.com, Inc.",8234bc6c40bdb6840923d50d17736305
2012-12-22,dlfr.pctuto.com/download/pctuto_1011.exe,46{.}105{.}174{.}29,FR,16276,OVH OVH Systems,3c07d4db52e25e7fb66f7314650bfda7
2012-12-22,whitehat.su/27.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",a93e5d609cd7e9c5306e4ab229ee79ce
2012-12-22,s.winggo.co.kr/tabsync/tabsyncu.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,4e82de270c372fea7bf2028d430b8d30
2012-12-22,,210{.}112{.}10{.}185,KR,9848,GNGAS Enterprise Networks,85ea047efbfe1b352032fc3b4dc62590
2012-12-22,whitehat.su/exe.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",d1cf4dcc51300e739e621b2a5fb61970
2012-12-22,wt1.97sky.cn/maxtocode.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,ca2b46f4d77bec05e3760b191e1557c5
2012-12-22,s3-sa-east-1.amazonaws.com/vonoloa/Contrato_61277.pdf.exe,177{.}72{.}244{.}0,BR,16509,"AMAZON-02 - Amazon.com, Inc.",07230889c033508a77a8b6104cee759d
2012-12-22,handelspartner-neuruppin.de/DRRBUTY.exe,81{.}169{.}145{.}72,DE,6724,STRATO STRATO AG,dd61a3978a3453f3acff2ba4314220a4
2012-12-22,jonoobsong.com/modules/sms/klicck.exe,5{.}104{.}107{.}122,DE,24961,FIBREONE-AS myLoc managed IT AG,471d6b65638b57404caadca36ac4d375
2012-12-22,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,615c51ab494f13dc3b6333daa1cb76b5
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia03.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,09e8f70dbcdc2a07c3af2ba411ad0b28
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,33dd641e5c2eb345c9f824321f785cee
2012-12-22,wt4.97sky.cn/readink.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,67fd0c68ee28f284ec1118ebe9a10428
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia10.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,4a6f27af59ba790b27dffd26e4b0c87c
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,7e714657e28bf4a393d58fb368c68769
2012-12-22,,62{.}149{.}131{.}226,IT,31034,ARUBA-ASN Aruba S.p.A.,babf998e0309944e909c16c8023c8c5d
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia02.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,a748979df66e15cebde1524e80b48d0b
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,c05c77a98f2e35c8e05e84cd74b7c3c1
2012-12-22,www.lochter.de/VzbWGU5p/HFvRrYi.exe,91{.}217{.}86{.}12,DE,197269,BTNET Baumann Technologie GmbH,52291cecfdefdd60bea8cc43265761d4
2012-12-22,23.23.229.56/mda.bmp,23{.}23{.}229{.}56,US,14618,"AMAZON-AES - Amazon.com, Inc.",1a603ece387153c9b2bfab5bdf15fe5e
2012-12-22,veekee.free.fr/petzouille/toutfr-lite.exe,212{.}27{.}63{.}113,FR,12322,PROXAD Free SAS,4c03cd5ba13b24637e70adf2912d3274
2012-12-22,ld2.download-guru.com/index.php?s=&,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,9267ea3d91deb98afbfc8d567685af32
2012-12-22,www.lochter.de/VzbWGU5p/HFvRrYi.exe,91{.}217{.}86{.}12,DE,197269,BTNET Baumann Technologie GmbH,d8316b3a2742c6936b6cc7deb4703a3f
2012-12-22,aigen.com.br/itzpFNPM/i9qC.exe,186{.}202{.}153{.}10,BR,27715,LocaWeb Ltda,bf8b0bc0c8e1db52d94719fb01db1765
2012-12-22,whitehat.su/16.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",11c051f80b1456a2d2bb5ce804d48303
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,f9ba8726d416897885dae2f4dfa12fcc
2012-12-22,bcbbikeshow.org.uk/4EM0F6.exe,193{.}202{.}110{.}199,DK,51468,ONECOM One.com A/S,dd61a3978a3453f3acff2ba4314220a4
2012-12-22,whitehat.su/23.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",3a2fd26efd7272d70630dc7e11b65962
2012-12-22,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",abcac5850002fd09599405386b05935c
2012-12-22,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,b22e3e83a13bf1e6d1e61f20c66df8a6
2012-12-22,whitehat.su/4.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",64204eec2720f4baf11395faa0fac369
2012-12-22,msecure.su/citdl/newmixplfiit/cit.exe,95{.}143{.}43{.}159,DE,31147,INLINE-AS Inline Internet Online Dienste GmbH,9ffe865c925bf06d35aa6b68cdaf3609
2012-12-22,derjismutik.info/a041212a/1/f/2.exe,85{.}143{.}166{.}135,RU,56534,"PIRIX-INET-AS PIRIX, ltd",ea89fdec2e49dc77eb8bf48fa251eb59
2012-12-22,whitehat.su/1.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",880c1ff292877015c33622c2792aca13
2012-12-22,,115{.}238{.}251{.}56,CN,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",8ca3a9368e769c4a974e3b698afa314e
2012-12-22,down.privacyok.co.kr/20/PVOKinstRBrun.exe,124{.}217{.}218{.}7,KR,38661,HCLC-AS-KR HCLC,bde00da864ae551da18b90db5a878f8c
2012-12-22,whitehat.su/bear.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",ac16f90263e4f542688f37dcbb5c0820
2012-12-22,whitehat.su/emn12.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",ebbaa65af123a1a9bfccdf1d600d7f7e
2012-12-22,s.winggo.co.kr/tabsync/tabsync.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,7ce51953176348f3d233aacd5485e9da
2012-12-22,,46{.}105{.}98{.}193,FR,16276,OVH OVH Systems,97fe6ede04e8eef4055bee376c4f8df5
2012-12-22,wt2.97sky.cn/shunxvtiaozheng.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,0650728bf4bdc6bc2e2cd3a4cdb17324
2012-12-22,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,8ce06273e925759026cf8cf79b344ba9
2012-12-22,,23{.}21{.}161{.}223,US,14618,"AMAZON-AES - Amazon.com, Inc.",0c3722f376dadf2db959b4b07506f31a
2012-12-22,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,08561b0de8f81afd53ca6581bb42acbc
2012-12-22,wt3.97sky.cn/bookmarkflash.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,701e7e9fa2d38ce4cdbac65de9045669
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia01.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,2f83cdeaaacf92021b1b4b9d94cfdcef
2012-12-22,ld.download-guru.com/index.html?s=3d3d3dwgaremover,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,45d12b13cf98259a894deecea783b5c0
2012-12-22,wt6.97sky.cn/bjbusbqd.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,e5eaa471bdb7040372a05ab243d61bad
2012-12-22,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia04.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,985b00875a3fe007b1b8498444c0d227
2012-12-21,s.winggo.co.kr/tabsync/tabsync.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,7ce51953176348f3d233aacd5485e9da
2012-12-21,down.privacyok.co.kr/20/PVOKinstRBrun.exe,124{.}217{.}218{.}8,KR,38661,HCLC-AS-KR HCLC,bde00da864ae551da18b90db5a878f8c
2012-12-21,www.gavassa.com/sitionuevo/juegos/Bombermania.exe,74{.}53{.}27{.}98,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",471d39a51a79f342033c5b0636c244dc
2012-12-21,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,54eea7f9826abfaaa62fbe6326ac70c5
2012-12-21,,46{.}105{.}98{.}193,FR,16276,OVH OVH Systems,97fe6ede04e8eef4055bee376c4f8df5
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia01.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,2f83cdeaaacf92021b1b4b9d94cfdcef
2012-12-21,hackforum.asia/files/Arma2.exe,108{.}162{.}193{.}178,US,13335,"CLOUDFLARENET - CloudFlare, Inc.",fed70b94cc7b60fd6d92b50fa4b2f5dd
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia04.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,985b00875a3fe007b1b8498444c0d227
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,08561b0de8f81afd53ca6581bb42acbc
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia05.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,aa662beaf8af3c87c4e97450e1048f89
2012-12-21,ld.download-guru.com/index.html?s=3d3d3dwgaremover,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,45d12b13cf98259a894deecea783b5c0
2012-12-21,update.l2r.ru/L2Updater.exe,88{.}87{.}66{.}7,RU,39435,EVOLGOGRAD-AS CJSC _ER-Telecom Holding_,50cb037aa28687a7dbaabe733c6aa4d5
2012-12-21,ld.download-guru.com/index.html?s=Majoe &&amp%2F%2F%2F,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,8c0decf90c945da2bd388eeceefb5fd4
2012-12-21,absolutefitnessuk.co.uk/wp-content/uploads/mine.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,357598eab681686e2a5d7d0bb4875e8d
2012-12-21,whitehat.su/bear.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",ac16f90263e4f542688f37dcbb5c0820
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,e787a66d72e527b34562619f4962e312
2012-12-21,aigen.com.br/itzpFNPM/i9qC.exe,186{.}202{.}153{.}10,BR,27715,LocaWeb Ltda,bf8b0bc0c8e1db52d94719fb01db1765
2012-12-21,wt1.97sky.cn/maxtocode.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,ca2b46f4d77bec05e3760b191e1557c5
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,a48e9430ac72249e1382a13c71746b97
2012-12-21,best-dating2010.info/index/two/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,87e897d817185736cad3f11518d49a40
2012-12-21,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,869b15b24091b98c984fd1aea79dbcc0
2012-12-21,marketing-mt.de/r4v.exe,88{.}84{.}137{.}154,DE,24989,IXEUROPE-DE-FRANKFURT-ASN Equinix Germany (Previously IX Europe Germany AS),2e0d973f414015668f38646ce9b68850
2012-12-21,best-dating2010.info/index/two/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,f094caf36f6b1c9867e9a0fd0b67051a
2012-12-21,wt4.97sky.cn/readink.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,c5afd7502ea77b31bd5c824eeecec9f5
2012-12-21,,46{.}108{.}156{.}3,RO,56465,SSNET S.C. SISTEM SOFT NETWORK S.R.L.,e4c5647620645a769a9286d24931931b
2012-12-21,proxyinside.com/ReK4MWr8/C6D9EVnq.exe,176{.}9{.}52{.}83,DE,24940,HETZNER-AS Hetzner Online AG RZ,0c8404c6af47a6a94aa8237cf01d24e5
2012-12-21,dlfr.pctuto.com/download/pctuto385.exe,46{.}105{.}174{.}28,FR,16276,OVH OVH Systems,2bf58c0e56fd6a4619ad1a5d5c7960dc
2012-12-21,www.carnesviba.com/ja/images/te.exe,200{.}57{.}133{.}2,MX,19373,"Triara.com, S.A. de C.V.",d229802d38256ea22f83eedcee926415
2012-12-21,s.winggo.co.kr/tabsync/tabsynchelper.dll,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,870501b2d0d8873acd9e92b0fa15d954
2012-12-21,,210{.}112{.}10{.}188,KR,9848,GNGAS Enterprise Networks,84ee30ccb73080e27b2c776632bd92a5
2012-12-21,www.sofontes.com.br/down/A/AmazoneBT.zip,216{.}40{.}219{.}194,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",d048fd80fc7e0ef9c710963531aa20d3
2012-12-21,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,fda9d56ccface7ce1369874affe3a607
2012-12-21,dw7.uptodown.com/ic/counter-strike-online-en-win-setup.exe,37{.}59{.}5{.}142,FR,16276,OVH OVH Systems,d719286acfad554b44a80a31670af951
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia07.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,3dbcd7ae7ca08ff8ebafbb1cece9bbdd
2012-12-21,,54{.}235{.}251{.}129,US,14618,"AMAZON-AES - Amazon.com, Inc.",13bd77df40674ca857c13e64900f1936
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia08.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,9eb9951472953b475de786377f5697a3
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,0d7a5779ff0282f0a3f7932cfeacc4a6
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia09.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,fc531874e4a68a1d88e8e6bf483b1c42
2012-12-21,ld.download-guru.com/index.html?s=So:p%2Fo:p%2Fspan=3D,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,799ea0a73f899ce7466b0873400a6391
2012-12-21,veekee.free.fr/petzouille/toutfr-lite.exe,212{.}27{.}63{.}113,FR,12322,PROXAD Free SAS,4c03cd5ba13b24637e70adf2912d3274
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,99925b6a0971f15f15cc1f722e26d6a3
2012-12-21,absolutefitnessuk.co.uk/wp-content/uploads/true.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,370f5ab7286b51dc4ae7cf1e1e704d92
2012-12-21,whitehat.su/emnabc.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",baf596562289cd32f87b379bf47539a5
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,4cbda1aec249091619be955840287b54
2012-12-21,alkri.od.ua/sdoaeLWE.exe,77{.}120{.}98{.}99,UA,25229,VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC,b7f7975937ec5f87e2aea1e64ec24731
2012-12-21,wt3.97sky.cn/bookmarkflash.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,2b9a3b0df8e78cd8b661c316c55d1f02
2012-12-21,ld2.download-guru.com/index.php?s=K-LiteCodecPackStandard,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,bd4cbf11f33381f20dde3bf84f2dae3b
2012-12-21,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,adbc06757a96ea8b6c1b4553b942e304
2012-12-21,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,f60d2c6c8f40565e8a9d1efcc15c6a7e
2012-12-21,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",21d4b3e8231a9f9bda75b8aae9aa4a0b
2012-12-21,,208{.}93{.}141{.}190,US,46281,COTEN-ASN - Cotendo Inc.,915179a9bbdc7b3c6ba3533c4ae9c434
2012-12-21,www.bgca.ma/a2.exe,69{.}163{.}134{.}158,US,26347,"DREAMHOST-AS - New Dream Network, LLC",43bb66764bb94390f9740d55cedf6056
