Discovery Date,File Name,IP Address,ASN,ASN Name,MD5
2012-12-21,mytightride.info/missing.exe,97{.}74{.}144{.}118,US,26496,"PAH-INC - GoDaddy.com, Inc.",8234bc6c40bdb6840923d50d17736305
2012-12-21,s.winggo.co.kr/tabsync/tabsyncu.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,4e82de270c372fea7bf2028d430b8d30
2012-12-21,dlfr.pctuto.com/download/pctuto_1011.exe,46{.}105{.}174{.}28,FR,16276,OVH OVH Systems,3c07d4db52e25e7fb66f7314650bfda7
2012-12-21,,62{.}149{.}131{.}226,IT,31034,ARUBA-ASN Aruba S.p.A.,babf998e0309944e909c16c8023c8c5d
2012-12-21,s3-sa-east-1.amazonaws.com/vonoloa/Contrato_61277.pdf.exe,177{.}72{.}245{.}0,BR,16509,"AMAZON-02 - Amazon.com, Inc.",07230889c033508a77a8b6104cee759d
2012-12-21,,210{.}112{.}10{.}188,KR,9848,GNGAS Enterprise Networks,85ea047efbfe1b352032fc3b4dc62590
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia03.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,09e8f70dbcdc2a07c3af2ba411ad0b28
2012-12-21,flaviocardosoadvocacia.com.br/amx2.jpg,177{.}52{.}160{.}17,BR,262448,,068c6c62782976554df161ab7bb7d4d6
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia10.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,4a6f27af59ba790b27dffd26e4b0c87c
2012-12-21,jonoobsong.com/modules/sms/klicck.exe,5{.}104{.}107{.}122,DE,24961,FIBREONE-AS myLoc managed IT AG,471d6b65638b57404caadca36ac4d375
2012-12-21,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia02.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,a748979df66e15cebde1524e80b48d0b
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,33dd641e5c2eb345c9f824321f785cee
2012-12-21,underdomains.com/partnership/9645791745075013752cf4.exe,175{.}111{.}30{.}40,KR,38676,"AS33005-AS-KR wizsolution co.,Ltd",6b5a8301303ebf592e9757f2db7dc519
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,7e714657e28bf4a393d58fb368c68769
2012-12-21,23.23.229.56/mda.bmp,23{.}23{.}229{.}56,US,14618,"AMAZON-AES - Amazon.com, Inc.",1a603ece387153c9b2bfab5bdf15fe5e
2012-12-21,whitehat.su/bear.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",46237729ce61674056f057b282692ffe
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,c05c77a98f2e35c8e05e84cd74b7c3c1
2012-12-21,accesxprive.com/HKv9.exe,87{.}98{.}145{.}69,FR,16276,OVH OVH Systems,ee0be125b76a39b0d662d50288224416
2012-12-21,whitehat.su/emn12.exe,94{.}102{.}55{.}2,NL,29073,"ECATEL-AS AS29073, Ecatel Network",ebbaa65af123a1a9bfccdf1d600d7f7e
2012-12-21,ld2.download-guru.com/index.php?s=&,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,9267ea3d91deb98afbfc8d567685af32
2012-12-21,at-brodbeck.de/qE6.exe,83{.}220{.}144{.}21,DE,25074,MESH-AS MESH GmbH,1cb2ac18ab94c69ca2965dee3d8113d7
2012-12-21,wt3.97sky.cn/bookmarkflash.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,701e7e9fa2d38ce4cdbac65de9045669
2012-12-21,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,f9ba8726d416897885dae2f4dfa12fcc
2012-12-21,best-dating2010.info/index/down/index.html,46{.}249{.}42{.}161,NL,50673,SERVERIUS-AS Serverius Holding B.V.,ca13dea243144d70fbf02a7e67d0e958
2012-12-21,wt4.97sky.cn/readink.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,67fd0c68ee28f284ec1118ebe9a10428
2012-12-21,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",b345cdf62ee947f68356a10cb33b0764
2012-12-21,derjismutik.info/a041212a/1/f/2.exe,85{.}143{.}166{.}135,RU,56534,"PIRIX-INET-AS PIRIX, ltd",ea89fdec2e49dc77eb8bf48fa251eb59
2012-12-21,www.carnesviba.com/ja/images/te.exe,200{.}57{.}133{.}2,MX,19373,"Triara.com, S.A. de C.V.",9b9951c50e04818c413c8cd1a3096a6b
2012-12-21,,115{.}238{.}251{.}56,CN,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",8ca3a9368e769c4a974e3b698afa314e
2012-12-20,s.winggo.co.kr/tabsync/tabsyncu.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,4e82de270c372fea7bf2028d430b8d30
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia04.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,985b00875a3fe007b1b8498444c0d227
2012-12-20,floretica.co.cr/37Y6.exe,209{.}213{.}221{.}6,US,17352,APPLICATIONX - Application X,d3dae18fba4b09a8ad8b1eea6c7dc3ae
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia05.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,aa662beaf8af3c87c4e97450e1048f89
2012-12-20,iwhuwugy.ru/keybex3.exe,31{.}14{.}204{.}132,RO,57446,TELEMONT-AS Telemont Service S.R.L.,4c467375369bd3e202186bd95f324566
2012-12-20,s3-sa-east-1.amazonaws.com/vonoloa/Contrato_61277.pdf.exe,177{.}72{.}245{.}0,BR,16509,"AMAZON-02 - Amazon.com, Inc.",07230889c033508a77a8b6104cee759d
2012-12-20,topkeyboard.com/Sn6DLCk0.exe,205{.}134{.}249{.}36,US,17139,CORPCOLO - Corporate Colocation Inc.,2ebb26d0641a65ddb85d6af0790500c4
2012-12-20,iwhuwugy.ru/keybex3.exe,31{.}14{.}204{.}132,RO,57446,TELEMONT-AS Telemont Service S.R.L.,c044c99f2fccf7f66751f8f8f26472f5
2012-12-20,storagenl.info/v402/index.html?affiliate_id=eb4,108{.}162{.}194{.}69,US,13335,"CLOUDFLARENET - CloudFlare, Inc.",59edd6bb4bbf3665fbf2cb02b585ef95
2012-12-20,wt1.97sky.cn/maxtocode.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,ca2b46f4d77bec05e3760b191e1557c5
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,08561b0de8f81afd53ca6581bb42acbc
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia01.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,2f83cdeaaacf92021b1b4b9d94cfdcef
2012-12-20,wt4.97sky.cn/readink.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,67fd0c68ee28f284ec1118ebe9a10428
2012-12-20,ld.download-guru.com/index.html?s=3d3d3dwgaremover,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,45d12b13cf98259a894deecea783b5c0
2012-12-20,www.sofontes.com.br/down/A/AmazoneBT.zip,216{.}40{.}219{.}194,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",d048fd80fc7e0ef9c710963531aa20d3
2012-12-20,ld.download-guru.com/index.html?s=Majoe &&amp%2F%2F%2F,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,8c0decf90c945da2bd388eeceefb5fd4
2012-12-20,23.23.229.56/mda.bmp,23{.}23{.}229{.}56,US,14618,"AMAZON-AES - Amazon.com, Inc.",1a603ece387153c9b2bfab5bdf15fe5e
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,e787a66d72e527b34562619f4962e312
2012-12-20,accesxprive.com/HKv9.exe,87{.}98{.}145{.}69,FR,16276,OVH OVH Systems,ee0be125b76a39b0d662d50288224416
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,a48e9430ac72249e1382a13c71746b97
2012-12-20,bakastep.net/patch.exe,203{.}151{.}162{.}4,TH,4618,INET-TH-AS Internet Thailand Company Limited,f506ae22cc51517a66ede2c342294ce8
2012-12-20,marketing-mt.de/r4v.exe,88{.}84{.}137{.}154,DE,24989,IXEUROPE-DE-FRANKFURT-ASN Equinix Germany (Previously IX Europe Germany AS),2e0d973f414015668f38646ce9b68850
2012-12-20,dlfr.pctuto.com/download/pctuto385.exe,46{.}105{.}174{.}29,FR,16276,OVH OVH Systems,2bf58c0e56fd6a4619ad1a5d5c7960dc
2012-12-20,mrech.ru/upload/file/infomap_09_2008.exe,212{.}77{.}130{.}30,RU,33894,RIKT-AS JSC _RITC_,57950cdae07145a6f211573fd1fb242a
2012-12-20,,210{.}112{.}10{.}188,KR,9848,GNGAS Enterprise Networks,84ee30ccb73080e27b2c776632bd92a5
2012-12-20,,115{.}238{.}251{.}56,CN,4134,"CHINANET-BACKBONE No.31,Jin-rong Street",8ca3a9368e769c4a974e3b698afa314e
2012-12-20,dw7.uptodown.com/ic/counter-strike-online-en-win-setup.exe,37{.}59{.}5{.}142,FR,16276,OVH OVH Systems,d719286acfad554b44a80a31670af951
2012-12-20,s.winggo.co.kr/tabsync/tabsync.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,7ce51953176348f3d233aacd5485e9da
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia08.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,9eb9951472953b475de786377f5697a3
2012-12-20,,54{.}235{.}251{.}129,US,14618,"AMAZON-AES - Amazon.com, Inc.",7f7447796ac8b079b70ef48881b38c15
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia09.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,fc531874e4a68a1d88e8e6bf483b1c42
2012-12-20,iwhuwugy.ru/keybex3.exe,31{.}14{.}204{.}132,RO,57446,TELEMONT-AS Telemont Service S.R.L.,89afe5303761b1c21b29702adb20d019
2012-12-20,sti.divespace.com/G0VKt9Z.exe,70{.}39{.}250{.}82,US,54641,"INMOTI-1 - InMotion Hosting, Inc.",38127bcd3032a611608282ec3a7d0e1e
2012-12-20,veekee.free.fr/petzouille/toutfr-lite.exe,212{.}27{.}63{.}113,FR,12322,PROXAD Free SAS,4c03cd5ba13b24637e70adf2912d3274
2012-12-20,jonoobsong.com/modules/sms/klicck.exe,5{.}104{.}107{.}122,DE,24961,FIBREONE-AS myLoc managed IT AG,471d6b65638b57404caadca36ac4d375
2012-12-20,storagenl.info/v402/index.html?affiliate_id=eb4,108{.}162{.}194{.}69,US,13335,"CLOUDFLARENET - CloudFlare, Inc.",ad8332f15f6a5c983054a174dfe95b4b
2012-12-20,wt2.97sky.cn/cailing.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,f45de88b3ed9b49e5e2af06434b54404
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,0d7a5779ff0282f0a3f7932cfeacc4a6
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia07.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,3dbcd7ae7ca08ff8ebafbb1cece9bbdd
2012-12-20,,62{.}149{.}131{.}226,IT,31034,ARUBA-ASN Aruba S.p.A.,babf998e0309944e909c16c8023c8c5d
2012-12-20,ld.download-guru.com/index.html?s=So:p%2Fo:p%2Fspan=3D,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,799ea0a73f899ce7466b0873400a6391
2012-12-20,www.stopreporter.com/ns4/ns4.exe,112{.}213{.}108{.}77,HK,38197,SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited,2f0025b143fd078aaa674d739e3253e8
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,99925b6a0971f15f15cc1f722e26d6a3
2012-12-20,absolutefitnessuk.co.uk/wp-content/uploads/mine.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,357598eab681686e2a5d7d0bb4875e8d
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,4cbda1aec249091619be955840287b54
2012-12-20,aigen.com.br/itzpFNPM/i9qC.exe,186{.}202{.}153{.}10,BR,27715,LocaWeb Ltda,bf8b0bc0c8e1db52d94719fb01db1765
2012-12-20,ld2.download-guru.com/index.php?s=K-LiteCodecPackStandard,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,bd4cbf11f33381f20dde3bf84f2dae3b
2012-12-20,,208{.}93{.}141{.}190,US,46281,COTEN-ASN - Cotendo Inc.,915179a9bbdc7b3c6ba3533c4ae9c434
2012-12-20,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",29a6a615bc4d40db7bbbb976517712e6
2012-12-20,dlfr.pctuto.com/download/pctuto_1011.exe,46{.}105{.}174{.}29,FR,16276,OVH OVH Systems,3c07d4db52e25e7fb66f7314650bfda7
2012-12-20,,46{.}108{.}156{.}3,RO,56465,SSNET S.C. SISTEM SOFT NETWORK S.R.L.,e4c5647620645a769a9286d24931931b
2012-12-20,,210{.}112{.}3{.}92,KR,9848,GNGAS Enterprise Networks,85ea047efbfe1b352032fc3b4dc62590
2012-12-20,proxyinside.com/ReK4MWr8/C6D9EVnq.exe,176{.}9{.}52{.}83,DE,24940,HETZNER-AS Hetzner Online AG RZ,0c8404c6af47a6a94aa8237cf01d24e5
2012-12-20,ebooks-kaufen-lesen-geld-verdienen.de/ohDJWC.exe,195{.}78{.}76{.}218,DE,5464,NETDISCOUNTER Netdiscounter GmbH autonomous system,d3dae18fba4b09a8ad8b1eea6c7dc3ae
2012-12-20,s.winggo.co.kr/tabsync/tabsynchelper.dll,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,870501b2d0d8873acd9e92b0fa15d954
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia02.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,a748979df66e15cebde1524e80b48d0b
2012-12-20,,54{.}235{.}251{.}129,US,14618,"AMAZON-AES - Amazon.com, Inc.",bb7d90120c486b6dc678f669a2eed989
2012-12-20,tershopping.com/admin/styles/bin.css,74{.}63{.}250{.}226,US,46475,"LIMESTONENETWORKS - Limestone Networks, Inc.",029d4f8dcf43837f773116439b07e980
2012-12-20,iwhuwugy.ru/keybex3.exe,31{.}14{.}204{.}132,RO,57446,TELEMONT-AS Telemont Service S.R.L.,b6f4eaadd06d6f0b9afe0d134e1b704f
2012-12-20,sti.divespace.com/G0VKt9Z.exe,70{.}39{.}250{.}82,US,54641,"INMOTI-1 - InMotion Hosting, Inc.",4d35bd4986c84d69e8fa58da306a0eb7
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia03.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,09e8f70dbcdc2a07c3af2ba411ad0b28
2012-12-20,volk-blog.ru/prcr-bot/z7wtokkqppydupdfw34/prcr-bot.exe,23{.}23{.}206{.}107,US,14618,"AMAZON-AES - Amazon.com, Inc.",c714aff7501bdec3f6a5838ee580edbc
2012-12-20,k99.com.tw/pen/pen.exe,192{.}72{.}83{.}100,TW,4780,SEEDNET Digital United Inc.,953986961e4478c526c728b0351c0dc8
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,33dd641e5c2eb345c9f824321f785cee
2012-12-20,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia10.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,4a6f27af59ba790b27dffd26e4b0c87c
2012-12-20,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,869b15b24091b98c984fd1aea79dbcc0
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,7e714657e28bf4a393d58fb368c68769
2012-12-20,www.gavassa.com/sitionuevo/juegos/Bombermania.exe,74{.}53{.}27{.}98,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",471d39a51a79f342033c5b0636c244dc
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,c05c77a98f2e35c8e05e84cd74b7c3c1
2012-12-20,absolutefitnessuk.co.uk/wp-content/uploads/true.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,370f5ab7286b51dc4ae7cf1e1e704d92
2012-12-20,ld2.download-guru.com/index.php?s=&,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,9267ea3d91deb98afbfc8d567685af32
2012-12-20,at-brodbeck.de/qE6.exe,83{.}220{.}144{.}21,DE,25074,MESH-AS MESH GmbH,1cb2ac18ab94c69ca2965dee3d8113d7
2012-12-20,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,f9ba8726d416897885dae2f4dfa12fcc
2012-12-20,derjismutik.info/a041212a/1/f/2.exe,85{.}143{.}166{.}135,RU,56534,"PIRIX-INET-AS PIRIX, ltd",ea89fdec2e49dc77eb8bf48fa251eb59
2012-12-20,,23{.}23{.}130{.}85,US,14618,"AMAZON-AES - Amazon.com, Inc.",a0f19bd922bfaf6bc102004284046389
2012-12-20,down.privacyok.co.kr/20/PVOKinstRBrun.exe,124{.}217{.}218{.}7,KR,38661,HCLC-AS-KR HCLC,bde00da864ae551da18b90db5a878f8c
2012-12-20,mytightride.info/missing.exe,97{.}74{.}144{.}118,US,26496,"PAH-INC - GoDaddy.com, Inc.",8234bc6c40bdb6840923d50d17736305
2012-12-20,,46{.}105{.}98{.}193,FR,16276,OVH OVH Systems,97fe6ede04e8eef4055bee376c4f8df5
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia02.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,a748979df66e15cebde1524e80b48d0b
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,0d7a5779ff0282f0a3f7932cfeacc4a6
2012-12-19,tokoyuki.com/NddnokGn/0S5nXM.exe,50{.}22{.}107{.}63,US,36351,SOFTLAYER - SoftLayer Technologies Inc.,12dfce656b4cd9a6131278ab5e99a61a
2012-12-19,ld.download-guru.com/index.html?s=So:p%2Fo:p%2Fspan=3D,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,799ea0a73f899ce7466b0873400a6391
2012-12-19,wt1.97sky.cn/maxtocode.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,ca2b46f4d77bec05e3760b191e1557c5
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,99925b6a0971f15f15cc1f722e26d6a3
2012-12-19,www.agrariabroker.com.ar/VwBK4pSj/Dyxbmi.exe,199{.}180{.}252{.}22,US,53841,RAMHOST - RAM Host,12dfce656b4cd9a6131278ab5e99a61a
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,4cbda1aec249091619be955840287b54
2012-12-19,absolutefitnessuk.co.uk/wp-content/uploads/true.exe,91{.}103{.}216{.}39,GB,29550,SIMPLYTRANSIT Simply Transit Ltd,370f5ab7286b51dc4ae7cf1e1e704d92
2012-12-19,,62{.}149{.}131{.}226,IT,31034,ARUBA-ASN Aruba S.p.A.,babf998e0309944e909c16c8023c8c5d
2012-12-19,ld2.download-guru.com/index.php?s=K-LiteCodecPackStandard,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,bd4cbf11f33381f20dde3bf84f2dae3b
2012-12-19,,208{.}93{.}141{.}190,US,46281,COTEN-ASN - Cotendo Inc.,915179a9bbdc7b3c6ba3533c4ae9c434
2012-12-19,myenz.com/Mmm7FQZe/7Xm3.exe,173{.}254{.}28{.}117,US,46606,BLUEHOST-AS-2 - Bluehost Inc.,12dfce656b4cd9a6131278ab5e99a61a
2012-12-19,rankmagazine.com/XsuzdnC3.exe,50{.}97{.}161{.}227,US,36351,SOFTLAYER - SoftLayer Technologies Inc.,ee0be125b76a39b0d662d50288224416
2012-12-19,dlfr.pctuto.com/download/pctuto385.exe,46{.}105{.}174{.}26,FR,16276,OVH OVH Systems,2bf58c0e56fd6a4619ad1a5d5c7960dc
2012-12-19,s.winggo.co.kr/tabsync/tabsync.exe,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,7ce51953176348f3d233aacd5485e9da
2012-12-19,down.privacyok.co.kr/20/PVOKinstRBrun.exe,124{.}217{.}218{.}6,KR,38661,HCLC-AS-KR HCLC,bde00da864ae551da18b90db5a878f8c
2012-12-19,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,2d3de773dceee83d1b218e0c1a287618
2012-12-19,,46{.}105{.}98{.}193,FR,16276,OVH OVH Systems,97fe6ede04e8eef4055bee376c4f8df5
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia01.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,2f83cdeaaacf92021b1b4b9d94cfdcef
2012-12-19,,23{.}21{.}161{.}223,US,14618,"AMAZON-AES - Amazon.com, Inc.",d0c13d050e97f7e89b9472e29838abba
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia04.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,985b00875a3fe007b1b8498444c0d227
2012-12-19,kamalbose.com/uY3VZr.exe,216{.}12{.}197{.}50,US,36351,SOFTLAYER - SoftLayer Technologies Inc.,ee0be125b76a39b0d662d50288224416
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia05.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,aa662beaf8af3c87c4e97450e1048f89
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,33dd641e5c2eb345c9f824321f785cee
2012-12-19,tokoyuki.com/NddnokGn/0S5nXM.exe,50{.}22{.}107{.}63,US,36351,SOFTLAYER - SoftLayer Technologies Inc.,40d3a2908ddd60dbc3195cb224dbed76
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,7e714657e28bf4a393d58fb368c68769
2012-12-19,wt3.97sky.cn/documentsrescuepro.exe,221{.}209{.}235{.}5,CN,4837,CHINA169-BACKBONE CNCGROUP China169 Backbone,869b15b24091b98c984fd1aea79dbcc0
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,c05c77a98f2e35c8e05e84cd74b7c3c1
2012-12-19,23.23.229.56/mda.bmp,23{.}23{.}229{.}56,US,14618,"AMAZON-AES - Amazon.com, Inc.",1a603ece387153c9b2bfab5bdf15fe5e
2012-12-19,www.agrariabroker.com.ar/VwBK4pSj/Dyxbmi.exe,199{.}180{.}252{.}22,US,53841,RAMHOST - RAM Host,40d3a2908ddd60dbc3195cb224dbed76
2012-12-19,ld2.download-guru.com/index.php?s=&,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,9267ea3d91deb98afbfc8d567685af32
2012-12-19,accesxprive.com/HKv9.exe,87{.}98{.}145{.}69,FR,16276,OVH OVH Systems,ee0be125b76a39b0d662d50288224416
2012-12-19,www.gavassa.com/sitionuevo/juegos/Bombermania.exe,74{.}53{.}27{.}98,US,21844,"THEPLANET-AS - ThePlanet.com Internet Services, Inc.",471d39a51a79f342033c5b0636c244dc
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,f9ba8726d416897885dae2f4dfa12fcc
2012-12-19,myenz.com/Mmm7FQZe/7Xm3.exe,173{.}254{.}28{.}117,US,46606,BLUEHOST-AS-2 - Bluehost Inc.,40d3a2908ddd60dbc3195cb224dbed76
2012-12-19,derjismutik.info/a041212a/1/f/2.exe,85{.}143{.}166{.}135,RU,56534,"PIRIX-INET-AS PIRIX, ltd",ea89fdec2e49dc77eb8bf48fa251eb59
2012-12-19,ruyambayankuaforu.com/8X6kHSsH/Sioo5Js.exe,89{.}19{.}24{.}107,TR,34619,CIZGI Cizgi Telekomunikasyon Hizmetleri Sanayi Ve Ticaret Limited Sirketi,40d3a2908ddd60dbc3195cb224dbed76
2012-12-19,dlfr.pctuto.com/download/pctuto_1011.exe,46{.}105{.}174{.}26,FR,16276,OVH OVH Systems,3c07d4db52e25e7fb66f7314650bfda7
2012-12-19,s.winggo.co.kr/tabsync/tabsynchelper.dll,121{.}78{.}93{.}135,KR,9286,LGH-AS-KR LGHitachi,870501b2d0d8873acd9e92b0fa15d954
2012-12-19,,210{.}112{.}10{.}188,KR,9848,GNGAS Enterprise Networks,84ee30ccb73080e27b2c776632bd92a5
2012-12-19,storagenl.info/v402/index.html?affiliate_id=eb4,95{.}211{.}95{.}250,NL,16265,LEASEWEB LeaseWeb B.V.,4d8e128f3dcd3971758a569f9c3444a1
2012-12-19,dw7.uptodown.com/ic/counter-strike-online-en-win-setup.exe,37{.}59{.}5{.}142,FR,16276,OVH OVH Systems,d719286acfad554b44a80a31670af951
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia07.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,3dbcd7ae7ca08ff8ebafbb1cece9bbdd
2012-12-19,jatengtime.com/HukPUvSK/RpU.exe,119{.}2{.}71{.}75,ID,24201,ANDALASMEDIA-AS-ID PT. Andalas Media Informatika,12dfce656b4cd9a6131278ab5e99a61a
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia08.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,9eb9951472953b475de786377f5697a3
2012-12-19,,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,08561b0de8f81afd53ca6581bb42acbc
2012-12-19,sznaucer-figa.nd.e-wro.pl/obrazki/puzzle/figusia09.exe,217{.}30{.}152{.}177,PL,15857,DIALOG-AS Telefonia Dialog S.A.,fc531874e4a68a1d88e8e6bf483b1c42
2012-12-19,ld.download-guru.com/index.html?s=3d3d3dwgaremover,95{.}211{.}162{.}230,NL,16265,LEASEWEB LeaseWeb B.V.,45d12b13cf98259a894deecea783b5c0
2012-12-19,veekee.free.fr/petzouille/toutfr-lite.exe,212{.}27{.}63{.}113,FR,12322,PROXAD Free SAS,4c03cd5ba13b24637e70adf2912d3274
